,y_11,y_12,y_13,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,ADM2_EN
309,High,Medium,Medium,Medium,Medium,High,High,Yes,9,Online business,13,0,0,Starehe
310,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,12,0,0,Starehe
313,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,1,0,0,Starehe
314,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,2,0,0,Starehe
315,High,Medium,Medium,Medium,Medium,High,High,No,0,Online business,15,1,1,Starehe
316,High,Medium,High,High,Medium,High,High,Yes,1,Online business,1,0,1,Starehe
317,Low,Low,Medium,Low,Medium,Medium,Medium,Yes,0,Physical business,18,0,0,Starehe
318,Medium,High,Medium,Medium,Medium,Medium,High,No,4,Physical business,6,0,0,Starehe
319,Medium,High,High,High,High,Medium,Medium,No,3,Online business,8,0,0,Starehe
320,High,Medium,Medium,Medium,High,Medium,High,Yes,1,Online business,5,0,1,Starehe
321,High,High,High,High,High,High,High,Yes,7,Online business,7,1,1,Starehe
322,Medium,Medium,High,Medium,Medium,Medium,Medium,No,2,Physical business,3,0,1,Starehe
323,Medium,High,Medium,Medium,Medium,High,High,No,4,Physical business,4,0,1,Starehe
324,High,Medium,Medium,Medium,Medium,Medium,Medium,Yes,5,Online business,13,1,0,Starehe
325,Medium,High,High,High,Medium,Medium,Medium,Yes,6,Online business,14,0,0,Starehe
326,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,1,0,0,Starehe
327,Low,Medium,Low,Low,Low,Low,Medium,No,0,Physical business,2,0,0,Starehe
329,Medium,High,Medium,Medium,Medium,High,High,Yes,0,Physical business,2,0,1,Starehe
330,Medium,High,Medium,Medium,Medium,High,Medium,Yes,4,Online business,10,0,0,Starehe
331,Medium,Medium,High,Medium,High,Medium,High,Yes,0,Online business,3,0,1,Starehe
332,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Physical business,3,0,1,Starehe
333,Medium,Medium,Medium,Medium,Medium,Medium,High,Yes,1,Online business,20,0,1,Starehe
334,Low,Medium,High,Medium,High,High,High,Yes,5,Physical business,30,0,1,Starehe
335,Medium,High,High,High,Very High,Medium,Medium,Yes,17,Online business,53,0,1,Starehe
336,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,10,0,1,Starehe
337,High,High,Medium,High,Medium,High,High,Yes,10,Online business,10,0,1,Starehe
339,Low,Low,Medium,Low,Low,Medium,Medium,No,0,Physical business,4,0,0,Starehe
340,Medium,Medium,High,Medium,Medium,High,Medium,Yes,0,Online business,2,0,1,Starehe
341,Low,Low,Low,Low,Low,Medium,Medium,No,0,Physical business,1,0,0,Starehe
342,Low,Medium,High,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Starehe
343,Medium,Medium,Medium,Medium,Medium,High,High,Yes,3,Online business,7,0,1,Starehe
344,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,4,0,1,Starehe
345,High,High,High,High,High,High,High,Yes,1,Online business,3,0,1,Starehe
346,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,1,Online business,2,0,1,Starehe
347,High,Medium,Medium,Medium,Medium,Low,Medium,Yes,1,Online business,2,0,0,Starehe
348,Medium,Medium,Medium,Medium,Medium,Medium,High,No,3,Online business,3,0,1,Starehe
349,Medium,Medium,Very High,High,High,High,High,No,3,Physical business,6,0,1,Starehe
350,Low,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Online business,3,0,1,Starehe
351,Medium,Medium,High,Medium,High,Medium,High,Yes,2,Online business,5,0,0,Starehe
352,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Starehe
353,Medium,Medium,Medium,Medium,Medium,High,Medium,No,3,Physical business,9,0,0,Starehe
354,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,1,Starehe
355,Low,Medium,Medium,Medium,High,Low,Medium,No,1,Physical business,3,0,0,Starehe
356,High,High,High,High,High,High,High,No,0,Online business,1,0,1,Starehe
357,High,High,High,High,High,High,High,Yes,2,Online business,3,0,1,Starehe
369,High,Medium,Medium,Medium,Medium,High,High,Yes,20,Online business,37,0,1,Starehe
374,High,Medium,High,High,High,High,High,Yes,0,Online business,10,0,1,Starehe
380,Medium,Medium,High,Medium,Medium,Medium,High,Yes,15,Physical business,35,0,1,Starehe
387,Medium,High,Medium,Medium,Medium,Medium,Medium,Yes,14,Physical business,35,1,1,Starehe
388,Medium,Medium,Medium,Medium,High,High,Medium,Yes,2,Online business,10,0,1,Starehe
393,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Starehe
394,High,Medium,High,High,High,High,Very High,Yes,0,Physical business,2,0,1,Starehe
396,High,Medium,Medium,Medium,Medium,Medium,Medium,Yes,3,Online business,3,1,1,Starehe
478,Medium,Medium,Medium,Medium,Medium,High,High,No,1,Physical business,1,0,0,Starehe
480,Low,Medium,Medium,Medium,Medium,Medium,Low,No,0,Physical business,1,0,1,Starehe
483,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,4,0,1,Starehe
510,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Physical business,1,0,0,Starehe
511,High,High,Very High,High,High,High,High,No,2,Online business,2,0,1,Starehe
515,High,High,Medium,High,Medium,High,High,No,1,Online business,1,0,1,Starehe
516,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Online business,1,0,1,Starehe
517,Medium,Medium,High,Medium,Medium,Medium,High,No,1,Online business,2,0,1,Starehe
519,High,High,High,High,High,Medium,High,Yes,1,Online business,3,0,1,Starehe
523,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,8,0,1,Starehe
525,Medium,Medium,Medium,Medium,Medium,High,High,No,0,Physical business,1,0,0,Starehe
527,Medium,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,6,0,0,Starehe
528,Medium,Medium,High,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Starehe
530,Medium,Medium,High,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,0,Starehe
532,High,High,High,High,High,Medium,High,Yes,1,Online business,3,0,0,Starehe
534,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,1,Physical business,5,0,0,Starehe
541,Medium,Low,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Starehe
542,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,3,Online business,3,0,0,Starehe
543,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Starehe
544,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Starehe
545,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,0,Physical business,2,0,1,Starehe
546,Low,Medium,Medium,Medium,Medium,Low,Medium,Yes,0,Physical business,3,0,0,Starehe
549,High,High,Medium,High,Medium,High,High,No,0,Physical business,1,1,1,Starehe
551,Medium,High,Medium,Medium,Medium,High,Medium,No,0,Physical business,1,0,0,Starehe
552,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,0,Starehe
553,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Starehe
556,Medium,Medium,Medium,Medium,Medium,Medium,High,No,0,Physical business,2,0,1,Starehe
558,Medium,Medium,High,Medium,Medium,High,High,No,0,Physical business,3,0,1,Starehe
560,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,3,0,1,Starehe
561,Medium,Medium,Medium,Medium,Medium,High,Medium,Yes,0,Online business,2,0,0,Starehe
562,Medium,Medium,Medium,Medium,Medium,High,High,Yes,5,Physical business,25,0,1,Starehe
563,Low,Low,Medium,Low,Medium,Medium,Low,Yes,5,Physical business,60,1,1,Starehe
564,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,8,0,1,Starehe
566,Medium,High,Medium,Medium,Medium,High,High,Yes,15,Online business,38,1,1,Starehe
571,Medium,Medium,High,Medium,Medium,High,High,Yes,1,Physical business,2,0,0,Starehe
573,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,9,0,0,Starehe
575,Medium,Medium,High,Medium,Medium,Medium,Medium,No,0,Physical business,45,1,1,Starehe
582,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Starehe
583,Medium,Medium,Medium,Medium,Medium,Medium,High,Yes,0,Physical business,3,0,1,Starehe
584,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Online business,2,0,0,Starehe
585,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,1,Starehe
588,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Starehe
589,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,1,0,1,Starehe
590,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,0,Starehe
591,Medium,Medium,High,Medium,Medium,High,High,No,1,Physical business,4,1,0,Starehe
592,High,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,3,0,0,Starehe
593,Low,Low,Low,Low,Low,Low,Low,No,6,Physical business,19,0,1,Starehe
595,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,7,0,0,Starehe
596,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,4,0,1,Starehe
597,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,12,0,1,Starehe
602,Medium,High,Medium,Medium,Medium,High,Medium,No,0,Physical business,1,0,1,Starehe
605,High,High,High,High,High,High,High,Yes,17,Online business,33,0,0,Starehe
607,Medium,Medium,High,Medium,High,High,Medium,No,15,Physical business,62,0,0,Starehe
610,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,3,Online business,7,0,0,Starehe
612,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Online business,3,0,1,Starehe
613,Low,Medium,High,Medium,High,Medium,Medium,No,0,Physical business,1,0,0,Starehe
614,Medium,Medium,High,Medium,Medium,Medium,Medium,Yes,1,Online business,4,0,1,Starehe
619,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,50,Online business,110,0,1,Starehe
621,Low,Low,Medium,Low,Medium,Medium,Medium,Yes,0,Online business,1,0,0,Starehe
649,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,1,0,1,Starehe
652,High,High,Medium,High,Medium,High,High,No,0,Physical business,1,0,0,Starehe
653,Low,Low,Medium,Low,Medium,Medium,Medium,No,0,Physical business,1,0,0,Starehe
654,Medium,Medium,Medium,Medium,Low,Medium,Medium,Yes,0,Online business,2,0,0,Starehe
659,High,Medium,High,High,High,Medium,High,Yes,3,Online business,7,0,1,Starehe
660,Medium,Medium,Medium,Medium,Medium,High,Medium,No,0,Physical business,3,0,0,Starehe
667,High,High,Medium,High,Medium,High,High,No,1,Physical business,1,0,1,Starehe
669,Medium,Medium,Medium,Medium,High,Medium,Medium,No,0,Online business,3,0,0,Starehe
670,Low,Low,Medium,Low,Low,Medium,Medium,Yes,0,Online business,3,0,1,Starehe
671,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,4,0,0,Starehe
674,Medium,Medium,High,Medium,High,Medium,Medium,Yes,17,Online business,61,0,1,Starehe
675,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,6,Physical business,10,0,0,Starehe
676,Medium,Medium,High,Medium,Medium,Medium,Medium,Yes,0,Online business,4,0,0,Starehe
254,High,High,High,High,High,High,High,No,24,Online business,24,0,1,Westlands
256,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Yes,12,Online business,12,0,1,Westlands
257,High,High,High,High,High,High,High,No,15,Physical business,15,0,1,Westlands
258,High,High,High,High,High,High,High,Yes,17,Online business,17,0,1,Westlands
259,High,High,High,High,High,High,High,Yes,21,Online business,28,1,1,Westlands
260,High,High,High,High,High,High,High,Yes,23,Online business,23,0,0,Westlands
261,High,High,High,High,High,High,High,No,5,Physical business,12,0,0,Westlands
262,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Yes,58,Physical business,58,0,0,Westlands
263,Very High,Very High,High,Very High,Very High,High,Very High,No,23,Physical business,23,0,1,Westlands
265,High,High,High,High,High,High,High,No,0,Physical business,32,0,0,Westlands
267,High,High,High,High,High,High,High,Yes,5,Online business,5,0,0,Westlands
268,High,High,High,High,High,High,High,No,41,Physical business,41,0,1,Westlands
270,Very High,Very High,High,Very High,Very High,High,High,Yes,25,Physical business,32,0,1,Westlands
274,High,High,High,High,High,High,High,Yes,40,Physical business,40,0,1,Westlands
287,Very High,Very High,High,Very High,Very High,High,Very High,No,0,Online business,12,0,1,Westlands
290,Medium,High,High,High,Medium,High,Medium,Yes,2,Online business,2,0,0,Westlands
291,High,High,Medium,High,Medium,Medium,Medium,No,0,Physical business,1,0,1,Westlands
292,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,0,Online business,2,0,1,Westlands
293,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,2,0,1,Westlands
294,Medium,Medium,Low,Medium,Low,Low,Low,Yes,0,Physical business,1,0,1,Westlands
295,Medium,Medium,Medium,Medium,Low,Medium,Medium,No,0,Physical business,3,0,1,Westlands
296,High,Medium,Medium,Medium,High,High,High,No,0,Online business,35,0,0,Westlands
358,High,High,High,High,High,High,High,Yes,18,Physical business,22,0,1,Westlands
359,High,High,High,High,High,High,High,Yes,8,Physical business,9,0,1,Westlands
360,Very High,Very High,Medium,High,High,Medium,Very High,No,0,Physical business,2,0,1,Westlands
361,High,High,High,High,High,High,High,No,27,Physical business,27,0,1,Westlands
362,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,No,0,Physical business,4,0,1,Westlands
363,Very High,Very High,High,Very High,Very High,High,Very High,Yes,3,Physical business,4,0,1,Westlands
364,High,High,High,High,High,High,High,Yes,9,Physical business,9,0,1,Westlands
365,High,High,High,High,High,High,High,No,5,Online business,9,0,1,Westlands
366,High,High,High,High,High,High,High,No,7,Physical business,7,0,0,Westlands
367,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,6,Physical business,9,0,1,Westlands
368,High,High,High,High,High,Medium,High,No,4,Online business,3,0,0,Westlands
370,High,High,High,High,High,High,High,No,14,Physical business,15,0,1,Westlands
371,Very High,Medium,High,High,Very High,Low,Very High,No,0,Physical business,2,0,1,Westlands
372,High,High,High,High,High,Medium,High,No,7,Physical business,11,0,1,Westlands
373,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,31,0,0,Westlands
375,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,1,Westlands
376,High,High,High,High,High,High,High,No,69,Physical business,42,0,1,Westlands
377,High,High,High,High,High,High,High,No,23,Physical business,25,0,0,Westlands
378,High,High,High,High,High,High,High,No,22,Physical business,28,0,1,Westlands
381,High,High,High,High,High,High,High,Yes,5,Online business,5,0,1,Westlands
522,Medium,High,Medium,Medium,Medium,High,High,Yes,20,Physical business,22,1,1,Westlands
536,High,High,High,High,High,Very High,High,No,2,Physical business,3,1,1,Westlands
567,Medium,Medium,High,Medium,Medium,High,High,Yes,2,Online business,2,0,1,Westlands
569,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,0,0,1,Westlands
623,High,High,High,High,High,High,High,No,6,Physical business,7,0,0,Westlands
624,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,1,Online business,1,0,0,Westlands
625,High,High,High,High,High,High,High,No,14,Physical business,14,0,0,Westlands
626,High,High,High,High,High,High,High,No,9,Online business,12,0,0,Westlands
627,High,High,Medium,High,Medium,Medium,Medium,No,36,Physical business,41,0,1,Westlands
628,High,High,High,High,High,High,High,No,19,Physical business,21,0,0,Westlands
632,High,High,High,High,High,High,High,No,29,Physical business,29,0,1,Westlands
633,Low,Low,Low,Low,Very Low,Low,Low,No,0,Online business,1,0,0,Westlands
634,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,2,0,1,Westlands
635,Low,Medium,Low,Low,Low,Low,Low,Yes,1,Physical business,1,0,1,Westlands
636,High,High,High,High,High,High,High,No,53,Physical business,53,0,1,Westlands
637,High,High,Medium,High,High,Medium,Medium,Yes,5,Online business,7,0,1,Westlands
638,Medium,Medium,Low,Medium,Low,Low,Low,Yes,0,Physical business,1,0,0,Westlands
639,Medium,Medium,Medium,Medium,Medium,Low,Medium,Yes,1,Online business,1,0,1,Westlands
640,Medium,Medium,High,Medium,High,High,Medium,No,0,Online business,8,0,1,Westlands
641,High,High,High,High,High,High,High,No,62,Online business,62,0,0,Westlands
642,High,High,High,High,High,High,High,No,0,Physical business,11,0,0,Westlands
643,High,High,High,High,High,High,High,No,12,Physical business,14,0,0,Westlands
644,High,High,High,High,High,High,High,No,0,Physical business,2,0,1,Westlands
645,High,High,High,High,High,High,High,Yes,13,Physical business,19,0,0,Westlands
646,High,High,High,High,High,High,High,No,20,Physical business,27,0,1,Westlands
647,High,High,High,High,High,Medium,Medium,No,0,Physical business,4,0,0,Westlands
648,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,3,0,1,Westlands
650,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,5,Online business,5,0,0,Westlands
679,High,High,High,High,High,High,High,No,7,Physical business,7,0,1,Westlands
680,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,16,Online business,17,0,0,Westlands
681,High,High,High,High,High,High,High,No,19,Online business,19,0,0,Westlands
682,High,High,High,High,High,High,High,Yes,6,Physical business,6,0,0,Westlands
684,High,High,High,High,High,High,High,No,14,Physical business,14,0,1,Westlands
685,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,0,Westlands
686,High,High,High,High,High,High,High,No,22,Physical business,22,0,0,Westlands
687,High,High,High,High,High,Medium,High,No,33,Physical business,33,0,1,Westlands
688,High,High,High,High,High,High,High,No,32,Physical business,32,0,0,Westlands
689,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Online business,5,0,0,Westlands
690,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,11,Online business,13,0,1,Westlands
691,High,High,High,High,High,High,High,No,42,Physical business,42,0,0,Westlands
692,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,16,Physical business,16,0,0,Westlands
693,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,5,Physical business,5,0,1,Westlands
696,High,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,1,0,1,Westlands
697,Medium,Medium,Medium,Medium,Medium,Low,Medium,No,4,Physical business,13,0,1,Westlands
698,Medium,Medium,Low,Medium,High,Low,Low,No,1,Physical business,1,0,0,Westlands
699,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,93,Physical business,123,0,0,Westlands
700,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Online business,3,0,1,Westlands
701,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,3,0,1,Westlands
702,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Online business,3,0,0,Westlands
703,Very High,Very High,Very High,Very High,High,Very High,Very High,No,12,Online business,12,0,0,Westlands
704,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,17,Online business,22,0,1,Westlands
705,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Online business,5,0,1,Westlands
706,High,High,High,High,High,High,High,No,5,Online business,5,0,1,Westlands
707,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,35,Physical business,41,0,0,Westlands
708,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,11,1,1,Westlands
709,Low,Low,Low,Low,Medium,Low,Low,No,1,Physical business,1,0,0,Westlands
710,Medium,Low,Low,Low,Low,Low,Low,No,0,Physical business,5,0,1,Westlands
711,Medium,Medium,Low,Medium,Low,Low,Medium,No,1,Physical business,1,0,1,Westlands
712,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Online business,3,0,1,Westlands
713,Medium,High,Low,Medium,Medium,Low,Medium,No,1,Online business,2,0,1,Westlands
714,Low,Medium,Medium,Medium,Medium,Medium,Medium,No,1,Physical business,1,0,1,Westlands
715,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,2,0,1,Westlands
716,Medium,Medium,Low,Medium,Medium,Medium,Medium,No,0,Physical business,2,0,1,Westlands
717,Medium,Medium,Medium,Medium,Medium,Low,Medium,No,1,Physical business,1,0,1,Westlands
718,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,3,Physical business,3,0,1,Westlands
719,High,High,High,High,High,High,High,No,9,Physical business,9,0,1,Westlands
720,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,2,Physical business,2,0,1,Westlands
721,High,High,High,High,Very High,Very High,High,No,9,Physical business,9,0,1,Westlands
722,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low,No,2,Physical business,2,0,1,Westlands
723,Medium,Medium,Medium,Medium,Low,Low,Low,Yes,2,Physical business,2,0,1,Westlands
724,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,4,Online business,5,0,1,Westlands
725,High,High,High,High,High,High,High,No,30,Physical business,40,0,0,Westlands
726,High,High,High,High,High,Medium,High,No,13,Physical business,14,0,1,Westlands
727,High,High,Low,Medium,Medium,Medium,Medium,No,0,Online business,4,0,1,Westlands
728,High,High,High,High,High,High,High,No,13,Physical business,19,0,0,Westlands
729,High,High,High,High,High,High,High,No,7,Online business,7,0,1,Westlands
730,High,High,High,High,High,High,High,No,12,Online business,12,0,0,Westlands
731,High,High,Medium,High,Medium,High,High,Yes,7,Online business,11,1,1,Westlands
732,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,9,Online business,12,1,1,Westlands
733,High,High,Medium,High,High,Medium,High,No,0,Online business,14,0,1,Westlands
734,High,High,High,High,High,High,High,No,0,Online business,5,0,1,Westlands
735,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,4,0,1,Westlands
737,Low,Low,Low,Low,Low,Low,Low,No,1,Physical business,1,1,1,Westlands
738,Low,Low,Low,Low,Low,Very Low,Low,No,2,Physical business,2,0,1,Westlands
739,Medium,Medium,Medium,Medium,Medium,Low,Medium,No,2,Online business,2,0,1,Westlands
740,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,9,Online business,10,0,1,Westlands
743,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,7,Online business,14,0,1,Westlands
765,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,34,Physical business,55,0,1,Westlands
768,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,7,Online business,14,0,0,Westlands
770,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Yes,0,Physical business,3,0,1,Westlands
771,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Physical business,5,1,0,Westlands
772,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,2,Online business,2,1,1,Westlands
773,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,16,Online business,22,0,0,Westlands
774,Very High,Very High,High,Very High,High,High,High,No,0,Online business,18,0,1,Westlands
775,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,4,Physical business,5,0,1,Westlands
776,Very High,Very High,High,Very High,High,High,High,No,0,Online business,3,0,1,Westlands
777,High,High,Medium,High,Medium,High,High,No,3,Physical business,3,0,0,Westlands
778,Very High,Very High,Very High,Very High,Very High,Very High,Very High,No,0,Online business,11,1,1,Westlands
779,Very High,Very High,High,Very High,High,High,High,No,0,Online business,13,0,1,Westlands
780,Very High,High,High,High,High,High,High,No,0,Online business,3,0,1,Westlands
781,Very High,Very High,High,Very High,Very High,Very High,Very High,No,1,Physical business,3,0,1,Westlands
782,Very High,Very High,High,Very High,High,High,High,No,0,Online business,12,0,1,Westlands
783,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,40,Physical business,46,0,1,Westlands
784,High,Medium,Medium,Medium,Medium,Medium,Medium,No,0,Online business,5,0,1,Westlands
785,Medium,Low,Low,Low,Very Low,Low,Low,Yes,3,Online business,6,0,1,Westlands
786,Low,Low,Low,Low,Low,Low,Low,No,0,Physical business,2,0,1,Westlands
789,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,7,Physical business,9,0,0,Westlands
790,Medium,Medium,Medium,Medium,Medium,Medium,Medium,No,32,Online business,31,0,0,Westlands
791,High,High,High,High,High,High,High,Yes,7,Physical business,11,0,1,Westlands
